,Unnamed: 0,Unnamed: 0.1,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
838,838,838,360147306168852480,RT @marca_ilici: #RTAyuda[#ExtraDptvo] Accidente de tren en Santigo de Compostela;SE NECESITAN DONANTES DE SANGRE;ir a donar al Hospital Cl…,Media,['Volunteer'],Related and informative
839,839,839,360147713028919298,"RT @Raul_Reguera: URGENTE: ayuda para el accidente de tren en Santiago d Compostela: llevar mantas e ir a donar sangre. OJO con los coches,…",Outsiders,['Volunteer'],Related and informative
840,840,840,360153484382842881,RT @Efrentxu7: URGENTE!!!!!!!!!!!!!!!!! se necesitan donantes de Sangre en la zona de Santiago de Compostela por el accidente de Tren!! RT …,Outsiders,['Volunteer'],Related and informative
841,841,841,360156332332040194,RT @luissalvador: URGENTE!!! Se necesitan transfusiones de sangre en Santiago de compostela por el accidente de tren. Tlf de info a los fam…,Outsiders,['Volunteer'],Related - but not informative
842,842,842,360370640290725890,Esta niña iba en el tren. No se sabe nada de ella y está sola en España. Si tienes datos  escribir a @chipotleychelas http://t.co/EaMf5szBQe,Outsiders,['Volunteer'],Related - but not informative
843,843,843,360379649659904001,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Media,['Volunteer'],Related and informative
844,844,844,360379955839909890,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Media,['Volunteer'],Related and informative
845,845,845,360381725802627073,RT @Futbol_Europa: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren #Respect vi…,Outsiders,['Volunteer'],Related and informative
846,846,846,360381755187933185,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Media,['Volunteer'],Related and informative
847,847,847,360381864235642880,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Outsiders,['Volunteer'],Related and informative
848,848,848,360381893595774978,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Outsiders,['Volunteer'],Related - but not informative
849,849,849,360383135126523904,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Outsiders,['Volunteer'],Related and informative
850,850,850,360385072865607680,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Outsiders,['Volunteer'],Related - but not informative
851,851,851,360385127420936192,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Outsiders,['Volunteer'],Related and informative
852,852,852,360386184385536000,RT @Multi_Deporte: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Un crack!,Outsiders,['Volunteer'],Related and informative
853,853,853,360387346199347201,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,NGOs,['Volunteer'],Related - but not informative
854,854,854,360389221049044993,RT @Todo__LigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísim…,Media,['Volunteer'],Related - but not informative
855,855,855,360389678228193280,Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren ¡Grandísimo detalle! Chapeau,Outsiders,['Volunteer'],Related and informative
856,856,856,360390718407184384,RT @M0tivacionesF: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren.,Media,['Volunteer'],Related and informative
857,857,857,360390982631563264,"After a terrible train accident last night, this was the line to donate blood at 2am in Santiago de Compostela,... http://t.co/ErHEaxhTrK",Eyewitness,['Volunteer'],Related and informative
858,858,858,360391691477319680,RT @InfoLigaBBVA: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren.,Outsiders,['Volunteer'],Related and informative
859,859,859,360398691795865600,RT @DavidJimenezTW: Al fin una cola en España de la que sentirse orgulloso: donantes de sangre tras el accidente de tren https://t.co/K2Rj9…,Outsiders,['Volunteer'],Related - but not informative
860,860,860,360420560867569666,RT @M0tivacionesF: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren.,Outsiders,['Volunteer'],Related and informative
861,861,861,360427137540423681,RT @hesham786: Cristiano Ronaldo went out of his way to travel to Spain to donate blood for the train accident victims. What a man. #VivaRo…,Outsiders,['Volunteer'],Related - but not informative
862,862,862,360445999350693888,RT @hesham786: Cristiano Ronaldo went out of his way to travel to Spain to donate blood for the train accident victims. What a man. #VivaRo…,Outsiders,['Volunteer'],Related and informative
863,863,863,360458921980334080,RT @TransferSources: Cristiano Ronaldo travelled to Galicia in Spain to donate blood for the train accident victims. #Respect http://t.co/N…,Media,['Volunteer'],Related - but not informative
864,864,864,360469781041778688,"RT @Antonio_Rosique: Luego del lamentable accidente de tren en Santiago de Compostela, Cristiano Ronaldo donó sangre para las víctimas http…",Outsiders,['Volunteer'],Related and informative
865,865,865,360473522377723905,RT @M0tivacionesF: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren.,Media,['Volunteer'],Related and informative
866,866,866,360473677558583296,RT @M0tivacionesF: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren.,Outsiders,['Volunteer'],Related and informative
867,867,867,360488697352826882,Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren Cuando Messi aga eso lo decis,Outsiders,['Volunteer'],Related and informative
868,868,868,360494951043309569,RT @TransferSources: Cristiano Ronaldo travelled to Galicia in Spain to donate blood for the train accident victims. #Respect http://t.co/N…,Outsiders,['Volunteer'],Related and informative
869,869,869,360648760394661888,RT @LaLigaBBVA_esp: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren. #CRACK #R…,Media,['Volunteer'],Related and informative
870,870,870,360729341354713088,AIRSTAR colabora en el accidente de tren en Santiago de Compostela: Hola a tod@s AIRSTAR aporta su grano de ar... http://t.co/muYapFwrQS,Business,['Volunteer'],Related and informative
871,871,871,360871377244401664,RT @MercaGol: David Villa ha donado 3 millones de euros para ayudar a los afectados en la tragedia del tren en Santiago de Compostela. #RES…,Eyewitness,['Volunteer'],Related and informative
872,872,872,360873315008643073,"David Villa, delantero del Atletico Madrid, dono 3M$ para ayudar a los afectados en la tragedia del tren en Santiago de Compostela.",Outsiders,['Volunteer'],Related and informative
873,873,873,360884878729949185,RT @TipsFutbol: David Villa ha donado 3 millones de euros para ayudar a los afectados en la tragedia del tren en Santiago de Compostela. #R…,Outsiders,['Volunteer'],Related - but not informative
874,874,874,360891828695871488,RT @M0tivacionesF: David Villa ha donado 3 millones de euros para ayudar a los afectados en la tragedia del tren en Santiago de Compostela.…,Outsiders,['Volunteer'],Related - but not informative
875,875,875,360914314351218692,RT @MercaGol: David Villa ha donado 3 millones de euros para ayudar a los afectados en la tragedia del tren en Santiago de Compostela. #RES…,Media,['Volunteer'],Related and informative
876,876,876,361040541942693888,RT @M0tivacionesF: David Villa ha donado 3 millones de euros para ayudar a los afectados en la tragedia del tren en Santiago de Compostela.…,Outsiders,['Volunteer'],Related and informative
877,877,877,361066261410623488,RT @M0tivacionesF: David Villa ha donado 3 millones de euros para ayudar a los afectados en la tragedia del tren en Santiago de Compostela.…,Outsiders,['Volunteer'],Related and informative
878,878,878,361073345594269696,RT @M0tivacionesF: David Villa ha donado 3 millones de euros para ayudar a los afectados en la tragedia del tren en Santiago de Compostela.…,Outsiders,['Volunteer'],Related - but not informative
879,879,879,361154371150548992,RT @M0tivacionesF: David Villa ha donado 3 millones de euros para ayudar a los afectados en la tragedia del tren en Santiago de Compostela.…,Outsiders,['Volunteer'],Related and informative
880,880,880,361331794391465985,RT @Futbol_Europa: Cristiano Ronaldo viajará a Santiago de Compostela para donar sangre por lo ocurrido en el accidente de tren #Respect vi…,Outsiders,['Volunteer'],Related and informative
881,881,881,361354561077776386,RT @Futbol_Europa: David Villa solidario con las victimas del accidente de tren en Compostela y dona 3 millones de Euros para ayudarlos,Outsiders,['Volunteer'],Related - but not informative
882,882,882,361689203609829378,RT @Futbol_Europa: David Villa solidario con las victimas del accidente de tren en Compostela y dona 3 millones de Euros para ayudarlos,Outsiders,['Volunteer'],Related and informative
883,883,883,361874931597836289,"Indemnizarán con 60,000 euros a las familias de los fallecidos en el accidente de tren en España",Media,['Volunteer'],Related and informative
884,884,884,361883022414450689,Indemnizarán con 60.000 euros a familias de fallecidos en accidente de tren en España: Allianz Seguros anunció... http://t.co/mtE59pGOO5,Media,['Volunteer'],Related and informative
885,885,885,362255640170737665,RT @Futbol_Todo: CRACK!!! David Villa dona 3 M€ para las victimas del accidente de tren en Santiago de Compostela. Hay que aprender de esto…,Media,['Volunteer'],Related - but not informative
886,886,886,324709166121877504,RT @Afterseven: WACO EXPLOSION DISPATCH: People trapped IN the Fire  I need anybody and everybody you can send. http://t.co/8pMJsSwunm,Outsiders,['Volunteer'],Related and informative
887,887,887,324726610211270657,"RT @YourAnonNews: Blair's Cove Apartments are offering housing, they have +25 units available. Their number is 254-447-0810 #WestExplosion",Media,['Volunteer'],Related and informative
888,888,888,324728657052594176,"RT @prsarahevans: Able to offer housing to victims of #waco #westtexas explosion? Tweet, DM or email info and I'll compile a list: prsar ...",NGOs,['Volunteer'],Related and informative
889,889,889,324735942541836289,"RT @KarlRove: RT @RedCrossDFW: RT @HumanityRoad: Emergency hotline set up for people needing info on loved ones in #West, #TX - 254-202- ...",NGOs,['Volunteer'],Related and informative
890,890,890,324736970154721280,RT @CenTexRedCross: For information on family &amp; loved ones in #West there is an emergency hotline set up. 254-202-1100,NGOs,['Volunteer'],Related and informative
891,891,891,324737314100224001,RT @CenTexRedCross: Red Cross is working with local emergency management to identify shelter locations. #West,NGOs,['Volunteer'],Related and informative
892,892,892,324743047684431872,"RT @DFWscanner: West, TX Explosion *UPDATE - Frisco FD is sending their Multi-Patient Vehicle ambulance bus to West. They are responding ...",Media,['Volunteer'],Related and informative
893,893,893,324750517744050176,RT @CarterBloodCare: Consider donating tomorrow to help those affected by the explosion in West.  RT to spread the word. #carterbloodcare,NGOs,['Volunteer'],Related and informative
894,894,894,324755194409783296,RT @KVUE: Please RT .@KrisB_KVUE: Blair's Cove Apartments off 21st St in Waco has 50 rooms open over next 3 nights for explosion victims ...,Media,['Volunteer'],Related and informative
895,895,895,324769459233501186,RT @KrisB_KVUE: SPREAD WORD: Blair's Cove Apartments off 21st St in Waco has 50 rooms open over next 3 nights for explosion victims. Pet ...,Media,['Volunteer'],Related and informative
896,896,896,324782226678112256,RT @GeorgieBC: Shelters and Resources for Victims of #WestExplosion http://t.co/fNNNT4Fymq #WestTX #Texas,Media,['Volunteer'],Related and informative
897,897,897,324862597922947074,RT @CarterBloodCare: Consider donating tomorrow to help those affected by the explosion in West.  RT to spread the word. #carterbloodcare,NGOs,['Volunteer'],Related - but not informative
898,898,898,324866406367760384,Working from Stockyard Cafe w/in auction barn #westexplosion http://t.co/jx8e0AQEyT,Outsiders,['Volunteer'],Related and informative
899,899,899,324876560781946880,Donated lots of clothes and shoes just now! Everything little thing helps! #prayforwest,Outsiders,['Volunteer'],Related - but not informative
900,900,900,324883661738618881,Guys please remember if you can to donate blood today! We are gathering up items for displaced families.  #prayforwest,Outsiders,['Volunteer'],Related - but not informative
901,901,901,324891085660905472,@CBSDFW my wife will be one that goes to donate blood. #westtx,Outsiders,['Volunteer'],Related - but not informative
902,902,902,324893694517997568,RT @iamclarkjones: It's packed in here! Tons of people giving blood and wanting to help. #wacoexplosion #waco @wacotrib @WACOAN http://t ...,Outsiders,['Volunteer'],Related and informative
903,903,903,324917446874132480,"RT @Flores4Congress: If you can offer housing or are searching for housing in the wake of the West explosion, see this doc: https://t.co ...",Outsiders,['Volunteer'],Related and informative
904,904,904,324922039628615681,"RT @Do512: Here is a list of ways you can help support those affected by yesterday’s explosion in West, Texas. http://t.co/UKHbziyN2o #w ...",Outsiders,['Volunteer'],Related and informative
905,905,905,324940150633291777,RT @YourAnonNews: It's 48 degrees in Waco and people are lining up around the block outside to give blood: http://t.co/umLETz9CB2 #West  ...,Media,['Volunteer'],Related and informative
906,906,906,324961415729401857,RT @cclara10: Gallery Furniture off 45 is taking donations for the victims of the West Texas explosion for anyone willing to lend a help ...,Business,['Volunteer'],Related and informative
907,907,907,324961512198381569,RT @tedcruz: Anyone looking for information or assistance with the West explosion may dial the Texas Information Referral Network at 2-1-1.,Government,['Volunteer'],Related and informative
908,908,908,324962061660606464,RT @b_petty14: The line to give blood. So cool to watch how people come together in times of tragedy. #PrayforWest http://t.co/m0dNFoPQIM,Outsiders,['Volunteer'],Related - but not informative
909,909,909,324968923554516992,"RT @GOP: For those wanting to help the victims impacted by the explosion in West, TX: http://t.co/dcBkU7JJde",Outsiders,['Volunteer'],Related and informative
910,910,910,324973201719455745,Our souls are cleansed. My roommate and I collected a huge pile of clothes to donate to West Texas.,Outsiders,['Volunteer'],Related - but not informative
911,911,911,325014930854146049,"RT @andersoncooper: The people of West, Texas are pulling together. A bakery is giving out free food, a pharmacy is collecting clothes.  ...",Media,['Volunteer'],Related and informative
